Formula              ✕	Heat of formation              ✕	Band gap              ✕	Work function (avg. if finite dipole)              ✕	Cond. band minimum              ✕	Fermi level              ✕	Monolayer reported DOI              ✕	Related COD id              ✕	Related ICSD id              ✕	Val. band maximum              ✕	Unique ID              ✕
Y2Cl2O2	-3.178	4.395	5.754	-0.703	-2.9	-	-	60585	-5.098	44e6ccc3b35cbbeb60bb013463727b8f
AgGaP2Se6	-0.218	0.91	4.974	-2.496	-2.951	-	1509347	-	-3.406	ea9f77cacea21b4e1fd39f5e4bca33f9
Bi2Cd2Cl2O4	-1.168	2.845	5.516	-2.313	-3.736	-	2012362	-	-5.159	f0dc4de257605e9fe29a425fddf7d7c7
Cr2Cu2P4S12	-0.374	1.078	5.326	-2.777	-3.316	-	1000355	-	-3.855	6b7f3416b7409d4242b3bb2e73d34801
Zn2H8N4Te2	-0.233	1.822	1.946	0.037	-0.874	-	4113794	-	-1.786	bd4fcabad8f1c14ea865e558f018f219
Sn2C2H6O6P2	-1.145	4.034	3.644	-0.212	-2.229	-	4000254	-	-4.246	2ddb015ddff4fd58bc501fd79c4497ce
Ti3B2F2S2	-0.983	0.0	6.814	-	-0.532	-	-	-	-	3dc92cae15fd870ddb47568239ed247e
Zr3C2H2O2	-1.368	0.0	2.117	-	2.932	-	-	-	-	8a390b559843f0adf0b753b96f60ada4
Hf3N2O2	-2.386	0.32	4.357	2.577	2.417	-	-	-	2.257	78cdbc737188eb516fb9331a8ce57aab
Sc4C3H2O2	-1.037	0.0	1.686	-	2.06	-	-	-	-	45ab3d57badda135210fce2a6bb31a42
Zr3N2	-0.972	0.0	4.346	-	2.151	-	-	-	-	c4567be59c19b030dff0d8ebf02b38ff
Zr4C3F2	-1.717	0.0	3.516	-	3.199	-	-	-	-	b757a9713908de24b7c6e0ba557dfa4f
Cu2Br2	-0.281	1.522	4.5	-0.676	-1.437	-	-	-	-2.198	e3d3080b0c7463cca9c8ada868831cef
K2Br2	-1.647	4.374	3.936	-0.593	-2.78	-	-	-	-4.967	7d2ec321599509d88d6dc57176ae0383
C2F2	-0.912	3.165	6.1	-0.921	-2.504	-	-	-	-4.086	6ad1a737475073bb85aa8576bdf1db8b
In2Te2	-0.347	1.145	4.684	-0.243	-0.816	-	-	-	-1.388	b0b62d77e593b4aa6e5a630165153b39
Co2S2	-0.44	0.0	4.6	-	-1.346	-	-	-	-	8fddf24c2872dcef30578f1152dde902
Cu2S2	-0.086	0.624	5.584	-2.887	-3.199	-	-	-	-3.511	f56a7189f0e539688031a2e70a1e2a6b
Ni2O2	-0.5	0.0	6.487	-	-4.116	-	-	-	-	6236caa485069c29812973019bfa4a59
Fe2O2	-0.72	0.0	5.233	-	-1.251	-	-	-	-	8c35b22dbaecae502428d5a0873dc9d3
GaN	-0.003	1.877	4.381	-1.546	-2.485	10.1038/nmat4742	-	159250	-3.423	48a8cba4543348f1cea692ca8fcc5f4b
Hf2I2	-0.416	0.0	3.594	-	2.638	-	-	-	-	82a865dffe160a5bf3303b457f28b345
Ni2Te2	-0.135	0.0	4.27	-	-0.39	-	-	-	-	1a889b78baa19133411b6bd4dea64bcc
Pd2Se2	-0.164	0.0	4.871	-	-1.251	-	-	-	-	90d23fc08213ef8ab455623c94866d97
V2S2	-0.768	0.0	4.335	-	-0.633	-	-	-	-	da9834583505904371907aadebe59472
Tl2Se2	-0.195	0.449	5.615	-1.470	-1.695	-	-	-	-1.919	64f5f54f3bd40f904f2ca0890050b858
Zn2Se2	-0.61	1.621	4.916	-0.906	-1.717	-	-	-	-2.528	540b276cbca2a1c78bf5e37075b23b42
BaI2	-1.816	3.873	4.604	0.277	-1.66	-	-	-	-3.596	cdcebd5a7fa00f4845933dfe1d83ed9b
CaI2	-1.559	2.946	4.882	-0.125	-1.598	-	-	-	-3.071	35e5d7f632390796abe3db5c22fe1556
CdI2	-0.627	2.335	4.891	-1.158	-2.326	-	-	-	-3.494	2d617ed4df18be741c09af753bed3852
FeBr2	-0.195	0.733	4.288	-0.643	-1.01	-	8101148	409571	-1.376	926020c44e2971d3bb402f317d2b9177
FeS2	-0.125	0.0	5.366	-	-2.679	-	-	-	-	6ad89c27066b24753d9c59df64a72c32
HfBr2	-1.157	0.732	2.991	1.361	0.995	-	-	-	0.629	fbe127f4be49965c0b852f58e133ce8c
HfO2	-3.303	4.777	5.476	0.143	-2.245	-	-	-	-4.633	a8875f27343d850e46ce12695c4b330c
MnSe2	-0.469	0.0	5.097	-	-1.376	-	-	-	-	74a49fcfd01266f5f771ac56dbedecf6
Al2Te2	-0.376	1.748	4.399	0.226	-0.648	-	-	-	-1.522	3533c0a5593fb4d86f931173d263f283
NbTe2	-0.432	0.0	4.618	-	-0.073	-	-	645529	-	b9256476b61a4cce1fa68e0e1b8ff2ab
PdSe2	-0.023	0.229	3.655	-0.652	-0.766	-	-	-	-0.881	bd61f52edf0463e8a1032abc596036e7
PtSe2	-0.413	1.167	4.883	-0.625	-1.209	10.1021/acs.nanolett.5b00964	1537202	41389	-1.792	eb3381167bee909dbfcc151820a97856
Re4S8	-0.593	1.272	5.086	-0.160	-0.796	10.1038/ncomms4252	-	81814	-1.432	565bdeeadae4964bd18831260a16cc0f
RhO2	-0.375	0.0	6.12	-	-4.049	-	-	-	-	87e43d62272b0b439b2b6467e95621f2
Ru2O4	-0.925	0.045	6.661	-2.983	-3.006	-	-	-	-3.029	3e8dbd982eb554bc58ee9493c26244a3
ScBr2	-1.588	0.157	3.846	-0.397	-0.476	-	-	-	-0.554	90b505381df1dd393bfe1b47b14fba46
SrI2	-1.742	3.984	4.537	0.401	-1.59	-	-	-	-3.582	a1c999fa50fe0260e6cae7e765410fa5
Ti2Cl4	-1.538	0.32	4.487	-0.663	-0.823	-	9009121	-	-0.984	abb62501dc5891f209bb17db5abcdba7
TiS2	-1.073	1.266	5.937	-2.642	-3.275	-	-	-	-3.908	933df55e1c2ea1b7634a939a8faa0f53
Ti2CSe2	-0.94	0.0	5.422	-	0.629	-	-	-	-	376cd7da94489c1dbba26ce1979f84f4
ZnBr2	-0.843	3.353	5.263	-0.620	-2.297	-	9011540	-	-3.973	93cf435331898a4cf6c135ac8c38442a
ZrI2	-0.881	0.687	3.051	1.496	1.153	-	-	-	0.809	34b137257dc36a81505ad42127b1807b
ZrTe2	-0.885	0.0	4.829	-	-0.802	-	-	657478	-	80287adb61264c7e605434f7959ec530
Zr2BO2	-2.038	0.0	5.162	-	-0.229	-	-	-	-	30796804c02734f240aeea5a04494061
Mn2CF2	-1.212	0.0	6.293	-	-1.702	-	-	-	-	b3daf4b938248613e881f8945176eef1
Nb2CS2	-0.946	0.0	5.635	-	0.734	-	1532143	-	-	f68e6b849452cbbe60b40fff39c84c0f
Sc2NO2	-2.414	0.0	7.272	-	-3.127	-	-	-	-	4145f2e7281306109c7d98d93b5694a5
Zr2NSe2	-1.437	0.0	5.47	-	0.831	-	-	-	-	aab79d4e0dad0549898261e8eba26f46
Bi2SSe2	-0.391	0.354	5.827	-0.943	-1.12	-	-	-	-1.296	d220340cdfda41f138483bd7019a9308
Bi2Se2Te	-0.31	0.111	5.698	-0.799	-0.854	-	9004849	-	-0.909	33a10dc8f04dcc79622bc63859d962eb
Au2ReF6	-1.459	0.182	6.815	-4.347	-4.439	-	-	-	-4.530	f06f503b82a5f039e9c03b6342d74fd4
Bi2Br6	-0.791	1.954	6.214	-2.610	-3.587	-	8103606	-	-4.564	33b145f494da473f2e43c658bf86b1a7
Co2Cl6	-0.654	1.13	5.992	-2.379	-2.944	-	-	-	-3.509	c00d10d8cf706a5d28c56670b771f2b2
Mo2Cl6	-0.78	0.507	4.811	-0.863	-1.116	-	-	-	-1.370	dd09d19959c94fa1bb249a19d6c2b8fa
Nb2I6	-0.363	0.0	4.201	-	-0.544	-	-	-	-	e4a62810b03d186ad4774a1a06740c1b
Ru2Cl6	-0.549	0.0	5.827	-	-2.747	-	-	20717	-	fc07fb170e536e4707c20b8e105311b7
Sc2Cl6	-2.163	3.922	6.246	-1.580	-3.541	-	1536702	74517	-5.503	84dee02753d8ef526157dd0858821fbb
Ta2Te6	-0.235	0.0	4.226	-	1.405	-	-	-	-	76ff2ff51c95101128294e100c678a56
Zr2S6	-1.254	1.182	5.432	0.070	-0.521	-	-	651463	-1.112	a3647ee81e295d97eb42bab62a068aa2
Cr3MoS8	-0.724	0.899	5.398	-0.602	-1.051	-	-	-	-1.501	3aecffb7ceea976108adc7b38de9c14c
Mo3WS8	-0.912	1.559	5.016	0.319	-0.46	-	-	-	-1.240	bcdb9574a04c9b7ff909e8d9d264b01e
Al2Cl2Se2	-1.089	1.416	4.547	-0.436	-1.144	-	-	-	-1.852	843823ada91987748e15860932fbb843
AsClSe	-0.382	1.373	5.583	-1.818	-2.505	-	-	-	-3.192	bbb9e7370ee67892607902cd86da6394
BiClSe	-0.561	1.235	6.203	-2.085	-2.703	-	-	-	-3.321	b3a4714d1e01b0d52e1b047f7cec7935
BiISe	-0.443	0.607	5.705	-2.099	-2.403	-	-	-	-2.706	23d5516af26b77740ccbe0b10bee5a17
BiZrSb	-0.202	0.0	4.55	-	0.866	-	-	-	-	43460a722844d51b91a91444a6100819
VBrCl	-1.009	1.289	3.981	-0.556	-1.2	-	-	-	-1.845	2d856770830b705dd384c5ee87f46f10
Cu2Br2O2	-0.266	0.0	6.338	-	-2.754	-	-	-	-	be9e890b065a9706aa39b4a5eae0e7f8
Hf2Br2N2	-1.695	2.064	5.083	0.180	-0.852	-	1532008	250913	-1.884	f9ebbe15040d1270c9d835414bcc184a
Ir2Br2O2	-0.267	0.295	4.166	-0.142	-0.29	-	-	-	-0.437	47b7bbe9469b5067b58efefcfb63caad
Ni2Br2Se2	-0.355	0.0	5.306	-	-1.732	-	-	-	-	26b7550f8b327c70fea725daef3fce64
Ti4Br4Se4	-1.13	0.063	4.714	-0.949	-0.98	-	-	-	-1.012	ccc574cbe4b79e0bfb34400df2469758
Cr2Cl2S2	-0.946	0.46	6.051	-2.178	-2.408	-	-	-	-2.638	ef403bbc7cd533b51a2630411c6d1c42
In2Cl2Se2	-0.757	1.067	5.692	-1.737	-2.271	-	-	-	-2.804	18db16c16a3f5573666887bc1253e7c7
Tl2Cl2O2	-0.723	1.03	7.0	-2.754	-3.269	-	-	-	-3.784	b6ad18674d827ec7e890c9f2f0ff5bfe
Sc2Cl2Se2	-1.911	1.409	5.34	-1.242	-1.946	-	-	-	-2.651	a8a10b83c163d5d2d042c68e7370838a
Co2Na2P2	-0.446	0.0	2.239	-	0.982	-	-	-	-	6b33ca9bd699b72c8f17e8e0ec882f50
Ga2I2S2	-0.465	0.833	5.449	-1.227	-1.643	-	-	-	-2.059	f32b6321a96586ad5becc864b211355e
Hf4I4S4	-1.134	0.0	4.122	-	-0.189	-	-	-	-	16917e28a8014e1e2d66280547ba1970
In2I2S2	-0.541	1.539	5.4	-0.820	-1.589	-	-	-	-2.359	25c7d5c307d37fd304d3429654f174ce
Ni2I2S2	-0.207	0.0	4.908	-	-0.917	-	-	-	-	f92349d1744256ba9219f2b37fe2f78a
Zr2I2O2	-2.073	0.0	3.9	-	0.419	-	-	-	-	e90bbcaa9c46992750011a9a43b0d7b9
ISSb	-0.278	1.219	5.199	-1.281	-1.891	-	-	-	-2.501	eaf3444ef749b63cbcc896539a631d1c
Sn2I2Se2	-0.354	0.0	5.559	-	-1.739	-	-	-	-	f24a892c03c3a2187e407024b3481dc8
MoOTe	-0.797	0.177	4.567	0.043	-0.045	-	-	-	-0.134	65a3e61a015683da4cbebfe5c71b37db
WOS	-1.349	1.503	4.887	0.257	-0.494	-	-	-	-1.246	c58d1dea695cce3549a321d9cf408be7
TiSTe	-0.921	0.093	5.183	-1.091	-1.137	-	-	-	-1.184	e7e9ecfa3cef3ed03ba13c687b1fa741
Ni2F2O4	-0.547	0.0	6.606	-	-2.995	-	-	-	-	3fd712a5ac557873394ca4dcbda3ce08
Ru2P2Te6	-0.073	0.2	4.7	-0.607	-0.707	-	-	-	-0.807	81c31418f913bdba781aa62bf641d3d5
Au2S2	-0.091	1.216	5.372	-2.326	-2.934	-	-	-	-3.542	d6a69a2335bfc7df4e13af6efc651273
Cr2W2S8	-0.759	0.941	5.246	-0.333	-0.804	-	-	-	-1.274	fda13f4aee4756889b04c1e0a535b6c3
HfNiI6	-0.616	0.862	5.231	-1.513	-1.944	-	-	-	-2.375	ad6e3245febb2d698586cd17c39de60a
Al8Te12	-0.448	1.775	4.028	-1.404	-2.292	-	-	406353	-3.179	906331282e2c7dd7b96f0be0deaffed9
Ga2Se2	-0.169	0.697	4.712	-2.455	-2.804	-	1530863	-	-3.152	b117adfa325ad4939aa41b0a48d92ab9
Nb3I7Te	-0.561	0.565	4.689	-2.306	-2.589	-	-	86724	-2.871	efce25d0c716fdfcb6d49ee45a857bdf
Nb3Br8	-0.978	0.293	4.434	-2.408	-2.555	-	1539108	-	-2.702	5cb5e43d7c42e9651150e2e5490938d7
AgNi2O4	-0.625	0.0	7.027	-	-3.471	-	1510021	-	-	9827d570c4c555a77efc4249ab27fe22
Ca4O12Te4	-2.02	3.969	3.792	-0.199	-2.184	-	4343089	-	-4.168	48a2ca67e227bec9095f3023bfead8f8
CrHO2	-1.474	0.092	4.061	-2.596	-2.642	-	9012135	-	-2.688	22c4ffd839020356e0e79b9132d13ada
Cu4Cl4O4	-0.34	0.313	7.323	-5.543	-5.699	-	9009151	-	-5.856	6a7f4b411dee44d4c1ebcc07806607bb
Ga2Mn2S5	-0.592	0.0	4.071	-	-0.388	-	-	634664	-	39151e033566033ff277dc002d3607cd
Ir2Ta2Te8	-0.39	0.047	4.336	-1.918	-1.941	-	-	657362	-1.965	a37d0c8a93f1229d51dee0e5f772ffdb
MnF12Sb2	-2.456	1.742	7.1	-4.044	-4.915	-	1535152	-	-5.786	4d925d918fe6631317812b2896e8be35
Ni8As4Si4	-0.002	0.0	4.702	-	-2.142	-	-	83753	-	ea5a9e2ce6498e320b171851b09f8bb2
NiRe2O8	-1.562	1.575	6.935	-4.481	-5.269	-	-	51016	-6.056	5b2833ee266b379e50471ba3963c2391
Pd2O6Se2	-0.644	0.636	4.711	-2.855	-3.173	-	-	415955	-3.491	67d7829a726cd1d32e44e9afb97eca5e
Re6Cl2Se8	-0.497	1.194	5.698	-2.453	-3.05	-	-	35623	-3.647	7e411cbb73257fb77fc72915cd8643b9
Sr2Br2H2	-1.412	4.354	4.511	-0.230	-2.407	-	9009182	-	-4.584	6b62f8840f190d677a7017025fcdc181
V2Cl2O2	-1.814	0.0	5.315	-	-3.042	-	2106692	-	-	5d28d8fb7ee93563f39f8472fb2a99e2
Zn2As4O8	-1.312	3.605	4.251	-0.287	-2.09	-	9001071	-	-3.892	81bede907d9b78e6859477f8cea268d0
Ag2Br2	-0.331	1.834	5.411	-1.904	-2.821	-	-	-	-3.738	7b582874261c25bc2e9470b73fdc7f99
AgInP2S6	-0.327	1.317	5.219	-2.558	-3.216	-	1000229	-	-3.875	b4b0e6ee80776bf5289e39337414eb66
Mn2Br2S4Sb2	-0.412	0.124	4.328	-2.624	-2.686	-	1528449	-	-2.748	f05b2ceaa33c75d7cf5d9c0185816b68
Zr3C2F2S2	-1.121	0.02	6.347	1.237	1.227	-	-	-	1.217	294c3837d0b749f2a747ead30d6172ad
Ti3C2H2S2	-0.653	0.0	1.768	-	3.121	-	-	-	-	5d52e810f4ec683c54dac6b1fc827df6
W3H2N2O2	-0.411	0.0	2.871	-	4.49	-	-	-	-	d0da28c4ebe461fddffedd728ff69f6f
Ti3C2F2	-1.86	0.0	4.537	-	1.178	-	-	-	-	af2903d5f5664aabef879b2f1ef331eb
Y3C2O2	-1.569	0.0	2.725	-	1.73	-	-	-	-	650ad268582259c13d441dda92eb6eae
Cr4F2N3	-1.09	0.0	5.185	-	1.76	-	-	-	-	fc33747fae5f1355a1ceeece523b8002
Nb4C3O2	-1.212	0.0	5.595	-	2.704	-	-	-	-	444b2155ad9430b8322c4af98c31bbfc
Ti4N3O2	-2.128	0.0	5.664	-	1.951	-	-	-	-	4f6e451ee93949430199f41e85479369
Y4C3	-0.156	0.0	3.07	-	2.13	-	-	-	-	3886e8d7f8e8a4a09de784dd85321c44
Cu2Br2	-0.274	1.496	4.47	-0.896	-1.644	-	9013931	-	-2.392	e6c4652b6c82b21c290d9910d1bd3b42
Rb2Br2	-1.646	4.18	3.768	-0.538	-2.628	-	-	-	-4.718	569b786d9b73e67318fbc2d4728e9cdf
Cd2S2	-0.532	1.786	5.224	-1.246	-2.139	-	-	-	-3.032	1d284eaf197a0b3c5e26005c267534de
Cu2Se2	-0.04	0.447	5.189	-2.371	-2.594	-	-	-	-2.818	b14a2cf52381fbae3be7c7569d38cdb7
Ti2F2	-2.273	0.0	5.201	-	-0.529	-	-	-	-	8e7fb9fdb7101d2af6c84f882afb7ff7
Ga2O2	-1.45	1.556	6.335	-1.824	-2.602	-	-	-	-3.380	1e627b4fa69237487252531babf65f8f
Hf2O2	-1.885	0.0	3.995	-	-1.309	-	-	-	-	6d215a15515481bcf23146bf1d79c237
Nb2S2	-0.723	0.0	3.843	-	0.152	-	-	-	-	8236c8e3374139be29291d369a9eaa95
Ni2O2	-0.417	0.0	4.919	-	-3.123	-	-	-	-	b677b16668e5bfcf1443788458da4ea6
Ti2O2	-1.884	0.0	4.37	-	-1.957	-	-	-	-	82d45cffa84125888e007adeed8daea1
Pt2Te2	-0.217	0.0	4.255	-	0.157	-	-	-	-	8aaf5b4b7a4080b36b7882fdda1599e4
Rh2Te2	-0.3	0.0	4.2	-	-0.362	-	-	-	-	7e2cf91ecfbe0b4742159dad2c090ea2
Tl2Se2	-0.196	0.494	5.595	-1.421	-1.668	-	-	-	-1.915	a7e27b92b80cb69a743215ea233db98d
Ti2Te2	-0.445	0.0	4.094	-	-0.178	-	-	-	-	8c61a3bfad3f36587727d9f28ea49b32
CrS2	-0.673	0.877	5.403	-0.667	-1.105	-	-	-	-1.544	8fa15baae98b9e57dfe107f6ff50c411
CuBr2	-0.29	0.0	6.469	-	-3.919	-	-	-	-	ad05d7b0c7a9d373061516f6000ea87f
FeBr2	-0.435	0.0	5.155	-	-2.831	-	-	-	-	744ffd69a1eb522d86486a0e2eb2d292
MoS2	-0.921	1.58	5.097	0.223	-0.567	10.1103/PhysRevLett.105.136805	9007661	38401	-1.357	8c0c876276acd176a4209ab4ef5c254d
Hf2N	-0.44	0.0	4.551	-	0.421	-	-	-	-	cbedbfeabda5debb6beedc4dc6d18c25
NiO2	-0.709	1.281	7.456	-3.865	-4.505	-	9011314	78698	-5.146	861278f516e717d30adfa0c4987e9512
PbBr2	-0.965	2.004	5.974	-2.175	-3.177	-	-	-	-4.179	dc77fc527efe4e242d4a2ae446c443bb
PbS2	-0.187	1.39	4.674	-1.656	-2.351	-	-	-	-3.046	f5194b22192e17486beb0ac93b54d51c
Pt2Te4	-0.276	1.309	4.433	-0.883	-1.537	-	-	-	-2.192	52fc1194b465a9ab601ff056e767df5c
S2Sb	-0.107	0.0	5.572	-	-1.956	-	-	-	-	46776ad1cc21f6c13c7c8935690332e1
ScS2	-1.251	0.0	6.717	-	-3.577	-	-	-	-	2d9dc117db57fe51fad798d2000c9af1
SnSe2	-0.291	0.86	4.936	-1.635	-2.065	-	-	-	-2.495	feb9aab0fa69efe26332cee1f45fb036
Ta2I4	-0.173	0.0	2.815	-	1.461	-	-	-	-	feaa8777b4cfa7bcbc18908e38e64ea0
ZnCl2	-1.169	4.213	5.676	-1.225	-3.332	-	8103829	-	-5.438	be5fd0cd8730768b7adc37bbc745a4d9
Bi2Zr	-0.171	0.0	4.279	-	1.547	-	-	-	-	39937edd3ef9a7346b07db494b4d731b
V2O4	-2.208	0.0	6.208	-	-3.069	-	-	-	-	6c21f4b9a65cdab0d8724a70ab1b832e
ZrTe2	-0.787	0.259	5.278	-0.994	-1.123	-	-	-	-1.252	eb26efedaddfc912af276297c5b66cf4
Ta2BS2	-0.976	0.0	5.537	-	0.688	-	-	-	-	662249168e2b2365371448e624c46767
Nb2CSe2	-0.837	0.0	5.018	-	1.527	-	-	-	-	cf5ae637a41aee98763e59c31b7da824
V2CSe2	-0.639	0.0	4.932	-	1.206	-	-	-	-	fc6aed81ee996c76b2719083f4f99ace
Sc2F2N	-2.984	0.0	3.768	-	0.346	-	-	-	-	a5bf1d81b1afb4e2b6ea6bdedbe93e2f
Bi2STe2	-0.289	0.158	5.251	-0.430	-0.509	-	-	-	-0.588	b33284f12ffbdc6275937d7bc339dfce
Hf2CH2O2	-1.439	0.0	2.329	-	1.943	-	-	-	-	fa5ebcc3f1884e058515e70c5f637823
Ti2H2NO2	-1.645	0.0	2.173	-	1.747	-	-	-	-	6bf49aad011723ec9412a3c150cbd1e8
Al2I6	-0.63	2.093	4.819	-0.589	-1.636	-	-	-	-2.682	2a497e11e605f788913c0a6cb77e1dce
Co2I6	-0.138	0.526	4.874	-1.169	-1.433	-	-	-	-1.696	84d4b400d3f07d7974ec8764fd1ba4f3
Ir2Br6	-0.339	1.567	4.73	-0.876	-1.66	-	1527188	14212	-2.443	f3501df783a0ff8f59c0f38dbb8f5ed0
Mo2I6	-0.211	0.977	4.719	-0.918	-1.406	-	-	-	-1.895	6682103b7d71992f5d30be7be0201dc9
Sc2I6	-1.289	1.851	5.002	-1.010	-1.936	-	-	-	-2.861	3d31fd25891e7372af60b9b4aab4f01e
Ti2Br6	-1.193	0.17	4.819	-1.903	-1.989	-	-	-	-2.074	339e3b3fa9db61ff402f25a352655d29
V2Br6	-0.926	0.0	5.598	-	-2.827	-	-	-	-	c9322615df305b762af5643793377201
Zr2Se6	-1.078	0.41	5.021	0.245	0.04	-	-	652233	-0.165	6ff4b17782dfc072beadb73506319e34
Cr3MoSe8	-0.532	0.707	4.868	-0.110	-0.464	-	-	-	-0.817	46d4b2e308b4eba9a5f4555593ed9199
Mo3WSe8	-0.681	1.3	4.493	0.766	0.117	-	-	-	-0.533	3ec3732033b549cc6dfe1774b4086996
AsITe	-0.124	0.982	4.838	-0.978	-1.469	-	-	-	-1.960	d16d12ec1f901cfb505f9d173db07d4f
BiClSe	-0.681	0.851	6.139	-2.675	-3.1	-	-	-	-3.526	6cfe644ccb2572d05024704e2673375f
K2I2	-1.385	3.885	3.847	-0.568	-2.511	-	-	-	-4.453	8e38fd458bd79618be93077a6d07ad84
BiITe	-0.371	0.412	5.452	-1.921	-2.127	10.1088/2053-1583/aac652	-	-	-2.333	26dec9a618069d0bc795533fdb29ed05
BiZrSb	-0.199	0.0	4.549	-	1.278	-	-	-	-	4fd23dc2ed5e49b7f4a0ecf1a7d2d51c
Cu2Br2S2	-0.053	0.0	6.307	-	-2.661	-	-	-	-	77c5bed98f8217d1020e2d815ba3fdac
Ir2Br2S2	-0.398	0.344	5.042	-0.734	-0.906	-	-	-	-1.078	1f05af633087cebdf4b369b3a23146c9
Os2Br2S2	-0.042	0.0	5.402	-	-1.066	-	-	-	-	61fae5f885d99b163af7d695463d5c0a
Cr2Cl2Se2	-0.834	0.176	6.051	-2.330	-2.418	-	-	-	-2.507	8a055791b49f2b01fbbec644ff688d46
HfClI	-1.032	0.814	3.039	1.657	1.25	-	-	-	0.843	8f9651ff4443504b5e8e52a02805f934
Co2Na2Sb2	-0.106	0.0	2.075	-	0.786	-	-	-	-	66ad8433bcd0fc71a55b8bf59d6c2e8a
Li2F2S2	-1.488	1.69	4.365	-2.314	-3.159	-	-	-	-4.004	58a603abc2a17452e054799e7f4b1a10
Hf2I2Se2	-1.103	0.0	4.374	-	-0.018	-	-	-	-	28b388eb965be17477095cf2a004d1dd
In2I2Se2	-0.506	1.264	5.436	-1.069	-1.701	-	-	-	-2.333	ec386148cc3b1d3f8010da66faff999c
Ni2I2Se2	-0.223	0.0	4.814	-	-0.888	-	-	-	-	1380b8d00b2bc9e75e548796b996755e
Sc2I2S2	-1.679	1.662	5.245	-0.554	-1.385	-	-	-	-2.217	1263b78543a76e4f67b8bb20250c8888
WOSe	-1.121	1.244	4.531	0.570	-0.052	-	-	-	-0.674	7f960eafd51812d95c7a5608de0bfe1c
TiSTe	-1.031	0.0	4.83	-	-1.182	-	-	-	-	1c89acd4f6e42b9af051754b57d63637
ZrSeTe	-1.129	0.0	4.868	-	-1.169	-	-	-	-	a258047ce90c8a7ce10d919ff541979f
Au2I2Te4	-0.058	0.711	4.79	-1.601	-1.956	-	-	-	-2.312	9048b03e48f85a063de5741868164b1f
Ni2F2S4	-0.671	0.0	5.544	-	-1.428	-	-	-	-	4b0da987d9f445d507a33928dc967dfc
Bi2P2S6	-0.213	0.655	5.297	-1.650	-1.978	-	-	-	-2.305	3095a7b7ec4045da203a140d135dae43
Fe2P2Te6	-0.005	0.126	4.652	-0.589	-0.652	-	-	-	-0.716	231be37bebb025ebb98c908acc474310
Cr2W2Se8	-0.525	0.759	4.706	0.166	-0.213	-	-	-	-0.592	5d37cbae155c08a00853c1832fda3b10
MnZrBr6	-1.209	1.643	5.356	-1.740	-2.561	-	-	-	-3.383	94b73bc6bdc439e5a06ef9de534f4c4c
Ba2N	-0.282	0.0	3.003	-	-0.627	-	8102920	-	-	f3c6ad0804bfc63797da81c5cc515a7e
Nb3I8	-0.537	0.193	4.236	-2.033	-2.13	-	1539109	-	-2.227	835e88e54f13758e2d6e8238302e85fc
Ga2NiS4	-0.55	0.17	4.357	-1.164	-1.248	-	-	634901	-1.333	a7e8fe3fd27f09d3f470d75be911f677
Sc2C	-0.061	0.0	4.098	-	-0.516	-	-	280743	-	1b227b33e24badc18fea7c18adecbb9e
As4O12S2	-1.232	4.456	4.949	-1.511	-3.739	-	9011231	-	-5.967	d185e63f060ea561c4ecff5ace968c3b
Cu4O12Te2	-0.581	0.449	7.696	-5.941	-6.165	-	9004359	-	-6.390	6ec8407462fca0a6f25c83e2e6fd8d71
Hg3B2O6	-1.315	3.522	4.695	-2.349	-4.11	-	-	71261	-5.871	a05abd7b645f25d50b917561a07ee3b0
Li4O8Sb4	-1.681	3.248	3.825	-0.243	-1.867	-	-	262075	-3.491	6d18754fff38628000d8e37618c590c2
MnRe2O8	-1.73	1.565	5.988	-3.598	-4.381	-	-	51014	-5.163	8a700275a47ea5a4959d12a529704bdc
Na2Nb2Cl12	-1.453	2.287	6.518	-3.564	-4.707	-	8103950	-	-5.851	5cc73c0be9520697338f0126193f24e4
Nb2Br4O2	-1.66	1.038	5.13	-2.797	-3.317	-	-	416669	-3.836	9fe6a9a349f18626e3526747cb6c793f
O14S2Te4	-1.169	3.194	6.61	-2.928	-4.525	-	7035628	-	-6.122	80b5e6947126aceecaa2d6e5aea822fb
Pd4Tl2Se6	-0.376	0.834	4.408	-2.189	-2.606	-	-	78786	-3.023	c31574bba25065c8329117c7e57ac2ae
Rh2Cl2Te2	-0.594	1.038	4.894	-2.486	-3.005	-	-	406932	-3.524	4eecfa08bd669a1367b100ec3182b591
Sr2F2I2	-2.926	4.219	4.319	0.284	-1.826	-	-	159280	-3.935	21d506bab6cbf2eb9a797da5bc811479
AgInP2Se6	-0.233	0.863	4.941	-2.490	-2.922	-	1509399	-	-3.354	4dd33ef9c953a150e9b113a523d1f709
K2C2H2O6	-1.542	4.463	3.358	0.095	-2.136	-	9016039	-	-4.368	3185c4dbbef5cacedd651721c1beb81c
Mn2Br2Sb2Se4	-0.376	0.265	4.397	-2.642	-2.775	-	1528451	-	-2.907	b8cbe28e77c028c3b4bc268a404140e7
Zn2H4O8Se2	-1.097	4.452	4.005	-0.209	-2.435	-	-	78916	-4.661	c3051e7f91e23d523ce80cf4f0827c6b
Cu2Br2C4H4N2	-0.113	0.69	4.083	-2.480	-2.824	-	7052608	-	-3.169	edd68e4b75d3459a998ba56d4a61980d
